Freq,Real,Imag,Phase,Impedance,Gain
70000,60172.75,-253434.51,-1.34,260479.96,0.000000011067
70000,63435.39,-256242.87,-1.33,263978.15,0.000000011067
70000,61131.60,-256417.40,-1.34,263603.81,0.000000011067
75000,56550.74,-238669.26,-1.34,245277.40,0.000000011158
75000,60464.99,-233993.53,-1.32,241679.53,0.000000011158
75000,61563.16,-239903.23,-1.32,247676.35,0.000000011158
80000,54162.83,-220660.46,-1.33,227210.59,0.000000011285
80000,53437.21,-222649.06,-1.34,228971.92,0.000000011285
80000,54269.54,-226157.53,-1.34,232577.75,0.000000011285
85000,49984.65,-215722.39,-1.34,221437.62,0.000000011406
85000,48097.26,-209487.25,-1.35,214937.79,0.000000011406
85000,58202.56,-209328.73,-1.30,217269.54,0.000000011406
90000,50765.83,-200160.84,-1.32,206498.28,0.000000011524
90000,49154.57,-201402.48,-1.33,207314.09,0.000000011524
90000,49669.96,-200108.03,-1.33,206180.34,0.000000011524
95000,39422.43,-192131.67,-1.37,196134.42,0.000000011678
95000,50661.79,-196943.98,-1.32,203355.71,0.000000011678
95000,46187.15,-186884.17,-1.33,192507.01,0.000000011678
100000,43014.08,-183224.14,-1.34,188205.46,0.000000011782
100000,50166.95,-180484.46,-1.30,187326.90,0.000000011782
100000,50663.73,-184810.64,-1.30,191629.29,0.000000011782
...............DONE SWEEPING...............
...............DONE READING ROUND...............
